,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,#_g6,name_g6,total_g6,hp_g6,attack_g6,defense_g6,speed_g6,generation_g6,legendary_g6,sp_attack_g6,sp_defense_g6,type1_g6,type2_g6
53,"['Damp', 'Cloud Nine', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,52.0,5120.0,70.0,320.0,190,Duck Pokémon,48.0,1000000.0,0.8,50.0,Koduckコダック,Psyduck,50.0,54.0,65.0,50.0,55.0,water,,19.6,1.0,0.0,54.0,Psyduck,320.0,50.0,52.0,48.0,55.0,1.0,0.0,65.0,50.0,Water,
54,"['Damp', 'Cloud Nine', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,82.0,5120.0,70.0,500.0,75,Duck Pokémon,78.0,1000000.0,1.7,80.0,Golduckゴルダック,Golduck,50.0,55.0,95.0,80.0,85.0,water,,76.6,1.0,0.0,55.0,Golduck,500.0,80.0,82.0,78.0,85.0,1.0,0.0,95.0,80.0,Water,
55,"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80.0,5120.0,70.0,305.0,190,Pig Monkey Pokémon,35.0,1000000.0,0.5,40.0,Mankeyマンキー,Mankey,50.0,56.0,35.0,45.0,70.0,fighting,,28.0,1.0,0.0,56.0,Mankey,305.0,40.0,80.0,35.0,70.0,1.0,0.0,35.0,45.0,Fighting,
56,"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105.0,5120.0,70.0,455.0,75,Pig Monkey Pokémon,60.0,1000000.0,1.0,65.0,Okorizaruオコリザル,Primeape,50.0,57.0,60.0,70.0,95.0,fighting,,32.0,1.0,0.0,57.0,Primeape,455.0,65.0,105.0,60.0,95.0,1.0,0.0,60.0,70.0,Fighting,
57,"['Intimidate', 'Flash Fire', 'Justified']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,70.0,5120.0,70.0,350.0,190,Puppy Pokémon,45.0,1250000.0,0.7,55.0,Gardieガーディ,Growlithe,75.4,58.0,70.0,50.0,60.0,fire,,19.0,1.0,0.0,58.0,Growlithe,350.0,55.0,70.0,45.0,60.0,1.0,0.0,70.0,50.0,Fire,
58,"['Intimidate', 'Flash Fire', 'Justified']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,110.0,5120.0,70.0,555.0,75,Legendary Pokémon,80.0,1250000.0,1.9,90.0,Windieウインディ,Arcanine,75.4,59.0,100.0,80.0,95.0,fire,,155.0,1.0,0.0,59.0,Arcanine,555.0,90.0,110.0,80.0,95.0,1.0,0.0,100.0,80.0,Fire,
59,"['Water Absorb', 'Damp', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50.0,5120.0,70.0,300.0,255,Tadpole Pokémon,40.0,1059860.0,0.6,40.0,Nyoromoニョロモ,Poliwag,50.0,60.0,40.0,40.0,90.0,water,,12.4,1.0,0.0,60.0,Poliwag,300.0,40.0,50.0,40.0,90.0,1.0,0.0,40.0,40.0,Water,
60,"['Water Absorb', 'Damp', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120.0,70.0,385.0,120,Tadpole Pokémon,65.0,1059860.0,1.0,65.0,Nyorozoニョロゾ,Poliwhirl,50.0,61.0,50.0,50.0,90.0,water,,20.0,1.0,0.0,61.0,Poliwhirl,385.0,65.0,65.0,65.0,90.0,1.0,0.0,50.0,50.0,Water,
61,"['Water Absorb', 'Damp', 'Swift Swim']",0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,95.0,5120.0,70.0,510.0,45,Tadpole Pokémon,95.0,1059860.0,1.3,90.0,Nyorobonニョロボン,Poliwrath,50.0,62.0,70.0,90.0,70.0,water,fighting,54.0,1.0,0.0,62.0,Poliwrath,510.0,90.0,95.0,95.0,70.0,1.0,0.0,70.0,90.0,Water,Fighting
62,"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,20.0,5120.0,70.0,310.0,200,Psi Pokémon,15.0,1059860.0,0.9,25.0,Caseyケーシィ,Abra,75.4,63.0,105.0,55.0,90.0,psychic,,19.5,1.0,0.0,63.0,Abra,310.0,25.0,20.0,15.0,90.0,1.0,0.0,105.0,55.0,Psychic,
63,"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,35.0,5120.0,70.0,400.0,100,Psi Pokémon,30.0,1059860.0,1.3,40.0,Yungererユンゲラー,Kadabra,75.4,64.0,120.0,70.0,105.0,psychic,,56.5,1.0,0.0,64.0,Kadabra,400.0,40.0,35.0,30.0,105.0,1.0,0.0,120.0,70.0,Psychic,
64,"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50.0,5120.0,70.0,600.0,50,Psi Pokémon,65.0,1059860.0,1.5,55.0,Foodinフーディン,Alakazam,75.4,65.0,175.0,105.0,150.0,psychic,,48.0,1.0,0.0,65.0,Alakazam,500.0,55.0,50.0,45.0,120.0,1.0,0.0,135.0,95.0,Psychic,
65,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80.0,5120.0,70.0,305.0,180,Superpower Pokémon,50.0,1059860.0,0.8,70.0,Wanrikyワンリキー,Machop,75.4,66.0,35.0,35.0,35.0,fighting,,19.5,1.0,0.0,66.0,Machop,305.0,70.0,80.0,50.0,35.0,1.0,0.0,35.0,35.0,Fighting,
66,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100.0,5120.0,70.0,405.0,90,Superpower Pokémon,70.0,1059860.0,1.5,80.0,Gorikyゴーリキー,Machoke,75.4,67.0,50.0,60.0,45.0,fighting,,70.5,1.0,0.0,67.0,Machoke,405.0,80.0,100.0,70.0,45.0,1.0,0.0,50.0,60.0,Fighting,
67,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,130.0,5120.0,70.0,505.0,45,Superpower Pokémon,80.0,1059860.0,1.6,90.0,Kairikyカイリキー,Machamp,75.4,68.0,65.0,85.0,55.0,fighting,,130.0,1.0,0.0,68.0,Machamp,505.0,90.0,130.0,80.0,55.0,1.0,0.0,65.0,85.0,Fighting,
68,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,75.0,5120.0,70.0,300.0,255,Flower Pokémon,35.0,1059860.0,0.7,50.0,Madatsubomiマダツボミ,Bellsprout,50.0,69.0,70.0,30.0,40.0,grass,poison,4.0,1.0,0.0,69.0,Bellsprout,300.0,50.0,75.0,35.0,40.0,1.0,0.0,70.0,30.0,Grass,Poison
69,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,90.0,5120.0,70.0,390.0,120,Flycatcher Pokémon,50.0,1059860.0,1.0,65.0,Utsudonウツドン,Weepinbell,50.0,70.0,85.0,45.0,55.0,grass,poison,6.4,1.0,0.0,70.0,Weepinbell,390.0,65.0,90.0,50.0,55.0,1.0,0.0,85.0,45.0,Grass,Poison
70,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,105.0,5120.0,70.0,490.0,45,Flycatcher Pokémon,65.0,1059860.0,1.7,80.0,Utsubotウツボット,Victreebel,50.0,71.0,100.0,70.0,70.0,grass,poison,15.5,1.0,0.0,71.0,Victreebel,490.0,80.0,105.0,65.0,70.0,1.0,0.0,100.0,70.0,Grass,Poison
71,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,40.0,5120.0,70.0,335.0,190,Jellyfish Pokémon,35.0,1250000.0,0.9,40.0,Menokurageメノクラゲ,Tentacool,50.0,72.0,50.0,100.0,70.0,water,poison,45.5,1.0,0.0,72.0,Tentacool,335.0,40.0,40.0,35.0,70.0,1.0,0.0,50.0,100.0,Water,Poison
72,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,70.0,5120.0,70.0,515.0,60,Jellyfish Pokémon,65.0,1250000.0,1.6,80.0,Dokukurageドククラゲ,Tentacruel,50.0,73.0,80.0,120.0,100.0,water,poison,55.0,1.0,0.0,73.0,Tentacruel,515.0,80.0,70.0,65.0,100.0,1.0,0.0,80.0,120.0,Water,Poison
73,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,80.0,3840.0,70.0,300.0,255,Rock Pokémon,100.0,1059860.0,,40.0,Isitsubuteイシツブテ,Geodude,50.0,74.0,30.0,30.0,20.0,rock,ground,,1.0,0.0,74.0,Geodude,300.0,40.0,80.0,100.0,20.0,1.0,0.0,30.0,30.0,Rock,Ground
74,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,95.0,3840.0,70.0,390.0,120,Rock Pokémon,115.0,1059860.0,,55.0,Goloneゴローン,Graveler,50.0,75.0,45.0,45.0,35.0,rock,ground,,1.0,0.0,75.0,Graveler,390.0,55.0,95.0,115.0,35.0,1.0,0.0,45.0,45.0,Rock,Ground
75,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,120.0,3840.0,70.0,495.0,45,Megaton Pokémon,130.0,1059860.0,,80.0,Golonyaゴローニャ,Golem,50.0,76.0,55.0,65.0,45.0,rock,ground,,1.0,0.0,76.0,Golem,495.0,80.0,120.0,130.0,45.0,1.0,0.0,55.0,65.0,Rock,Ground
76,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85.0,5120.0,70.0,410.0,190,Fire Horse Pokémon,55.0,1000000.0,1.0,50.0,Ponytaポニータ,Ponyta,50.0,77.0,65.0,65.0,90.0,fire,,30.0,1.0,0.0,77.0,Ponyta,410.0,50.0,85.0,55.0,90.0,1.0,0.0,65.0,65.0,Fire,
77,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,100.0,5120.0,70.0,500.0,60,Fire Horse Pokémon,70.0,1000000.0,1.7,65.0,Gallopギャロップ,Rapidash,50.0,78.0,80.0,80.0,105.0,fire,,95.0,1.0,0.0,78.0,Rapidash,500.0,65.0,100.0,70.0,105.0,1.0,0.0,80.0,80.0,Fire,
78,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,65.0,5120.0,70.0,315.0,190,Dopey Pokémon,65.0,1000000.0,1.2,90.0,Yadonヤドン,Slowpoke,50.0,79.0,40.0,40.0,15.0,water,psychic,36.0,1.0,0.0,79.0,Slowpoke,315.0,90.0,65.0,65.0,15.0,1.0,0.0,40.0,40.0,Water,Psychic
79,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75.0,5120.0,70.0,590.0,75,Hermit Crab Pokémon,180.0,1000000.0,1.6,95.0,Yadoranヤドラン,Slowbro,50.0,80.0,130.0,80.0,30.0,water,psychic,78.5,1.0,0.0,80.0,Slowbro,490.0,95.0,75.0,110.0,30.0,1.0,0.0,100.0,80.0,Water,Psychic
80,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,35.0,5120.0,70.0,325.0,190,Magnet Pokémon,70.0,1000000.0,0.3,25.0,Coilコイル,Magnemite,,81.0,95.0,55.0,45.0,electric,steel,6.0,1.0,0.0,81.0,Magnemite,325.0,25.0,35.0,70.0,45.0,1.0,0.0,95.0,55.0,Electric,Steel
81,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,60.0,5120.0,70.0,465.0,60,Magnet Pokémon,95.0,1000000.0,1.0,50.0,Rarecoilレアコイル,Magneton,,82.0,120.0,70.0,70.0,electric,steel,60.0,1.0,0.0,82.0,Magneton,465.0,50.0,60.0,95.0,70.0,1.0,0.0,120.0,70.0,Electric,Steel
82,"['Keen Eye', 'Inner Focus', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,5120.0,70.0,377.0,45,Wild Duck Pokémon,55.0,1000000.0,0.8,52.0,Kamonegiカモネギ,Farfetch'd,50.0,83.0,58.0,62.0,60.0,normal,flying,15.0,1.0,0.0,83.0,Farfetch'd,352.0,52.0,65.0,55.0,60.0,1.0,0.0,58.0,62.0,Normal,Flying
83,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85.0,5120.0,70.0,310.0,190,Twin Bird Pokémon,45.0,1000000.0,1.4,35.0,Dodoドードー,Doduo,50.0,84.0,35.0,35.0,75.0,normal,flying,39.2,1.0,0.0,84.0,Doduo,310.0,35.0,85.0,45.0,75.0,1.0,0.0,35.0,35.0,Normal,Flying
84,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,110.0,5120.0,70.0,470.0,45,Triple Bird Pokémon,70.0,1000000.0,1.8,60.0,Dodorioドードリオ,Dodrio,50.0,85.0,60.0,60.0,110.0,normal,flying,85.2,1.0,0.0,85.0,Dodrio,460.0,60.0,110.0,70.0,100.0,1.0,0.0,60.0,60.0,Normal,Flying
85,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45.0,5120.0,70.0,325.0,190,Sea Lion Pokémon,55.0,1000000.0,1.1,65.0,Pawouパウワウ,Seel,50.0,86.0,45.0,70.0,45.0,water,,90.0,1.0,0.0,86.0,Seel,325.0,65.0,45.0,55.0,45.0,1.0,0.0,45.0,70.0,Water,
86,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,70.0,5120.0,70.0,475.0,75,Sea Lion Pokémon,80.0,1000000.0,1.7,90.0,Jugonジュゴン,Dewgong,50.0,87.0,70.0,95.0,70.0,water,ice,120.0,1.0,0.0,87.0,Dewgong,475.0,90.0,70.0,80.0,70.0,1.0,0.0,70.0,95.0,Water,Ice
87,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,80.0,5120.0,70.0,325.0,190,Sludge Pokémon,50.0,1000000.0,,80.0,Betbeterベトベター,Grimer,50.0,88.0,40.0,50.0,25.0,poison,poison,,1.0,0.0,88.0,Grimer,325.0,80.0,80.0,50.0,25.0,1.0,0.0,40.0,50.0,Poison,
88,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,105.0,5120.0,70.0,500.0,75,Sludge Pokémon,75.0,1000000.0,,105.0,Betbetonベトベトン,Muk,50.0,89.0,65.0,100.0,50.0,poison,poison,,1.0,0.0,89.0,Muk,500.0,105.0,105.0,75.0,50.0,1.0,0.0,65.0,100.0,Poison,
89,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120.0,70.0,305.0,190,Bivalve Pokémon,100.0,1250000.0,0.3,30.0,Shellderシェルダー,Shellder,50.0,90.0,45.0,25.0,40.0,water,,4.0,1.0,0.0,90.0,Shellder,305.0,30.0,65.0,100.0,40.0,1.0,0.0,45.0,25.0,Water,
90,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,95.0,5120.0,70.0,525.0,60,Bivalve Pokémon,180.0,1250000.0,1.5,50.0,Parshenパルシェン,Cloyster,50.0,91.0,85.0,45.0,70.0,water,ice,132.5,1.0,0.0,91.0,Cloyster,525.0,50.0,95.0,180.0,70.0,1.0,0.0,85.0,45.0,Water,Ice
91,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,35.0,5120.0,70.0,310.0,190,Gas Pokémon,30.0,1059860.0,1.3,30.0,Ghosゴース,Gastly,50.0,92.0,100.0,35.0,80.0,ghost,poison,0.1,1.0,0.0,92.0,Gastly,310.0,30.0,35.0,30.0,80.0,1.0,0.0,100.0,35.0,Ghost,Poison
92,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,50.0,5120.0,70.0,405.0,90,Gas Pokémon,45.0,1059860.0,1.6,45.0,Ghostゴースト,Haunter,50.0,93.0,115.0,55.0,95.0,ghost,poison,0.1,1.0,0.0,93.0,Haunter,405.0,45.0,50.0,45.0,95.0,1.0,0.0,115.0,55.0,Ghost,Poison
93,['Cursed Body'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,65.0,5120.0,70.0,600.0,45,Shadow Pokémon,80.0,1059860.0,1.5,60.0,Gangarゲンガー,Gengar,50.0,94.0,170.0,95.0,130.0,ghost,poison,40.5,1.0,0.0,94.0,Gengar,500.0,60.0,65.0,60.0,110.0,1.0,0.0,130.0,75.0,Ghost,Poison
94,"['Rock Head', 'Sturdy', 'Weak Armor']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,45.0,6400.0,70.0,385.0,45,Rock Snake Pokémon,160.0,1000000.0,8.8,35.0,Iwarkイワーク,Onix,50.0,95.0,30.0,45.0,70.0,rock,ground,210.0,1.0,0.0,95.0,Onix,385.0,35.0,45.0,160.0,70.0,1.0,0.0,30.0,45.0,Rock,Ground
95,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48.0,5120.0,70.0,328.0,190,Hypnosis Pokémon,45.0,1000000.0,1.0,60.0,Sleepeスリープ,Drowzee,50.0,96.0,43.0,90.0,42.0,psychic,,32.4,1.0,0.0,96.0,Drowzee,328.0,60.0,48.0,45.0,42.0,1.0,0.0,43.0,90.0,Psychic,
96,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,73.0,5120.0,70.0,483.0,75,Hypnosis Pokémon,70.0,1000000.0,1.6,85.0,Sleeperスリーパー,Hypno,50.0,97.0,73.0,115.0,67.0,psychic,,75.6,1.0,0.0,97.0,Hypno,483.0,85.0,73.0,70.0,67.0,1.0,0.0,73.0,115.0,Psychic,
97,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105.0,5120.0,70.0,325.0,225,River Crab Pokémon,90.0,1000000.0,0.4,30.0,Crabクラブ,Krabby,50.0,98.0,25.0,25.0,50.0,water,,6.5,1.0,0.0,98.0,Krabby,325.0,30.0,105.0,90.0,50.0,1.0,0.0,25.0,25.0,Water,
98,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,130.0,5120.0,70.0,475.0,60,Pincer Pokémon,115.0,1000000.0,1.3,55.0,Kinglerキングラー,Kingler,50.0,99.0,50.0,50.0,75.0,water,,60.0,1.0,0.0,99.0,Kingler,475.0,55.0,130.0,115.0,75.0,1.0,0.0,50.0,50.0,Water,
99,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30.0,5120.0,70.0,330.0,190,Ball Pokémon,50.0,1000000.0,0.5,40.0,Biriridamaビリリダマ,Voltorb,,100.0,55.0,55.0,100.0,electric,,10.4,1.0,0.0,100.0,Voltorb,330.0,40.0,30.0,50.0,100.0,1.0,0.0,55.0,55.0,Electric,
100,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50.0,5120.0,70.0,490.0,60,Ball Pokémon,70.0,1000000.0,1.2,60.0,Marumineマルマイン,Electrode,,101.0,80.0,80.0,150.0,electric,,66.6,1.0,0.0,101.0,Electrode,480.0,60.0,50.0,70.0,140.0,1.0,0.0,80.0,80.0,Electric,
101,"['Chlorophyll', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,40.0,5120.0,70.0,325.0,90,Egg Pokémon,80.0,1250000.0,0.4,60.0,Tamatamaタマタマ,Exeggcute,50.0,102.0,60.0,45.0,40.0,grass,psychic,2.5,1.0,0.0,102.0,Exeggcute,325.0,60.0,40.0,80.0,40.0,1.0,0.0,60.0,45.0,Grass,Psychic
102,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,105.0,5120.0,70.0,530.0,45,Coconut Pokémon,85.0,1250000.0,,95.0,Nassyナッシー,Exeggutor,50.0,103.0,125.0,75.0,45.0,grass,psychic,,1.0,0.0,103.0,Exeggutor,520.0,95.0,95.0,85.0,55.0,1.0,0.0,125.0,65.0,Grass,Psychic
103,"['Rock Head', 'Lightningrod', 'Battle Armor']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,50.0,5120.0,70.0,320.0,190,Lonely Pokémon,95.0,1000000.0,0.4,50.0,Karakaraカラカラ,Cubone,50.0,104.0,40.0,50.0,35.0,ground,,6.5,1.0,0.0,104.0,Cubone,320.0,50.0,50.0,95.0,35.0,1.0,0.0,40.0,50.0,Ground,
104,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,80.0,5120.0,70.0,425.0,75,Bone Keeper Pokémon,110.0,1000000.0,,60.0,Garagaraガラガラ,Marowak,50.0,105.0,50.0,80.0,45.0,ground,fire,,1.0,0.0,105.0,Marowak,425.0,60.0,80.0,110.0,45.0,1.0,0.0,50.0,80.0,Ground,
105,"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120.0,6400.0,70.0,455.0,45,Kicking Pokémon,53.0,1000000.0,1.5,50.0,Sawamularサワムラー,Hitmonlee,100.0,106.0,35.0,110.0,87.0,fighting,,49.8,1.0,0.0,106.0,Hitmonlee,455.0,50.0,120.0,53.0,87.0,1.0,0.0,35.0,110.0,Fighting,
106,"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105.0,6400.0,70.0,455.0,45,Punching Pokémon,79.0,1000000.0,1.4,50.0,Ebiwalarエビワラー,Hitmonchan,100.0,107.0,35.0,110.0,76.0,fighting,,50.2,1.0,0.0,107.0,Hitmonchan,455.0,50.0,105.0,79.0,76.0,1.0,0.0,35.0,110.0,Fighting,
